tmsp,country,amount,success,psp,3d_secured,card,order_id,hour_of_day,day_of_week,fee
2019-01-01 02:58:13,Germany,82,0,UK_Card,1,Master,66,2,1,1.0
2019-01-01 02:58:32,Germany,82,1,Moneycard,1,Master,66,2,1,5.0
2019-01-01 02:59:36,Austria,329,0,UK_Card,0,Master,67,2,1,1.0
2019-01-01 02:59:57,Austria,329,0,Moneycard,0,Master,67,2,1,2.0
2019-01-01 03:00:27,Austria,329,1,UK_Card,0,Master,67,3,1,3.0
2019-01-01 03:02:33,Germany,335,1,UK_Card,0,Master,68,3,1,3.0
2019-01-01 03:09:31,Germany,173,0,UK_Card,1,Master,69,3,1,1.0
2019-01-01 03:10:10,Germany,173,1,UK_Card,1,Master,69,3,1,3.0
2019-01-01 03:13:08,Germany,222,0,UK_Card,0,Master,70,3,1,1.0
2019-01-01 03:13:20,Germany,222,1,UK_Card,0,Master,70,3,1,3.0
2019-01-01 03:17:18,Switzerland,181,0,Simplecard,1,Master,71,3,1,0.5
2019-01-01 03:18:01,Switzerland,181,0,Simplecard,1,Master,71,3,1,0.5
2019-01-01 03:18:15,Switzerland,181,0,UK_Card,1,Master,71,3,1,1.0
2019-01-01 03:19:14,Switzerland,181,1,Simplecard,1,Master,71,3,1,1.0
2019-01-01 03:22:08,Germany,85,0,Goldcard,1,Diners,72,3,1,5.0
2019-01-01 03:22:11,Germany,85,0,UK_Card,1,Diners,72,3,1,1.0
2019-01-01 03:22:19,Germany,85,0,UK_Card,1,Diners,72,3,1,1.0
2019-01-01 03:23:13,Germany,85,0,Simplecard,1,Diners,72,3,1,0.5
2019-01-01 03:24:09,Germany,85,1,UK_Card,1,Diners,72,3,1,3.0
2019-01-01 03:29:48,Germany,62,0,Moneycard,0,Master,73,3,1,2.0
2019-01-01 03:29:55,Germany,62,0,UK_Card,0,Master,73,3,1,1.0
2019-01-01 03:30:54,Germany,62,0,UK_Card,0,Master,73,3,1,1.0
2019-01-01 03:31:51,Germany,62,0,UK_Card,0,Master,73,3,1,1.0
2019-01-01 03:31:52,Germany,62,0,UK_Card,0,Master,73,3,1,1.0
2019-01-01 03:32:31,Germany,62,0,UK_Card,0,Master,73,3,1,1.0
2019-01-01 03:32:58,Germany,62,0,Goldcard,0,Master,73,3,1,5.0
2019-01-01 03:35:19,Austria,291,0,UK_Card,0,Master,74,3,1,1.0
2019-01-01 03:35:29,Austria,291,1,UK_Card,0,Master,74,3,1,3.0
2019-01-01 03:38:02,Germany,107,1,UK_Card,1,Master,75,3,1,3.0
2019-01-01 03:42:38,Switzerland,78,0,Moneycard,0,Diners,76,3,1,2.0
2019-01-01 03:45:09,Germany,22,0,UK_Card,1,Master,77,3,1,1.0
2019-01-01 03:45:52,Germany,22,0,UK_Card,1,Master,77,3,1,1.0
2019-01-01 03:46:26,Germany,22,0,UK_Card,1,Master,77,3,1,1.0
2019-01-01 03:49:09,Switzerland,164,1,Moneycard,0,Master,78,3,1,5.0
2019-01-01 03:50:52,Switzerland,203,0,Simplecard,0,Master,79,3,1,0.5
2019-01-01 03:51:37,Switzerland,203,0,Simplecard,0,Master,79,3,1,0.5
2019-01-01 03:52:59,Germany,277,0,UK_Card,0,Diners,80,3,1,1.0
2019-01-01 03:53:27,Germany,277,0,Simplecard,0,Diners,80,3,1,0.5
2019-01-01 03:53:51,Germany,277,0,Simplecard,0,Diners,80,3,1,0.5
2019-01-01 03:56:43,Germany,105,1,Simplecard,0,Master,81,3,1,1.0
2019-01-01 03:59:51,Germany,239,0,UK_Card,1,Visa,82,3,1,1.0
2019-01-01 04:00:03,Germany,239,1,UK_Card,1,Visa,82,4,1,3.0
2019-01-01 04:01:23,Austria,113,0,Moneycard,1,Visa,83,4,1,2.0
2019-01-01 04:02:01,Austria,113,1,UK_Card,1,Visa,83,4,1,3.0
2019-01-01 04:03:26,Austria,379,1,UK_Card,0,Master,84,4,1,3.0
2019-01-01 04:04:46,Austria,175,0,UK_Card,1,Master,85,4,1,1.0
2019-01-01 04:06:29,Switzerland,84,0,Moneycard,1,Master,86,4,1,2.0
2019-01-01 04:10:35,Switzerland,268,0,Simplecard,1,Diners,87,4,1,0.5
2019-01-01 04:11:16,Switzerland,268,0,UK_Card,1,Diners,87,4,1,1.0
2019-01-01 04:11:24,Switzerland,268,1,Simplecard,1,Diners,87,4,1,1.0
2019-01-01 04:12:37,Germany,129,0,Simplecard,0,Master,88,4,1,0.5
2019-01-01 04:13:18,Germany,129,0,Simplecard,0,Master,88,4,1,0.5
2019-01-01 04:13:25,Germany,129,0,Simplecard,0,Master,88,4,1,0.5
2019-01-01 04:13:43,Germany,129,1,UK_Card,0,Master,88,4,1,3.0
2019-01-01 04:16:02,Austria,224,0,Goldcard,0,Master,89,4,1,5.0
2019-01-01 04:16:10,Austria,224,0,UK_Card,0,Master,89,4,1,1.0
2019-01-01 04:17:04,Austria,224,0,Simplecard,0,Master,89,4,1,0.5
2019-01-01 04:17:21,Austria,224,0,UK_Card,0,Master,89,4,1,1.0
2019-01-01 04:18:01,Austria,224,0,UK_Card,0,Master,89,4,1,1.0
2019-01-01 04:18:19,Austria,224,1,UK_Card,0,Master,89,4,1,3.0
2019-01-01 04:20:19,Germany,242,1,UK_Card,0,Master,90,4,1,3.0
2019-01-01 04:22:20,Germany,45,0,Simplecard,0,Master,91,4,1,0.5
2019-01-01 04:22:37,Germany,45,1,UK_Card,0,Master,91,4,1,3.0
2019-01-01 04:23:49,Germany,322,0,UK_Card,0,Visa,92,4,1,1.0
2019-01-01 04:24:42,Germany,322,0,UK_Card,0,Visa,92,4,1,1.0
2019-01-01 04:25:07,Germany,322,0,Moneycard,0,Visa,92,4,1,2.0
2019-01-01 04:25:15,Germany,322,1,UK_Card,0,Visa,92,4,1,3.0
2019-01-01 04:26:17,Austria,164,0,UK_Card,1,Master,93,4,1,1.0
2019-01-01 04:26:34,Austria,164,0,UK_Card,1,Master,93,4,1,1.0
2019-01-01 04:26:39,Austria,164,0,UK_Card,1,Master,93,4,1,1.0
2019-01-01 04:27:10,Austria,164,0,Simplecard,1,Master,93,4,1,0.5
2019-01-01 04:27:57,Austria,164,0,Simplecard,1,Master,93,4,1,0.5
2019-01-01 04:28:40,Austria,164,0,Simplecard,1,Master,93,4,1,0.5
2019-01-01 04:29:29,Austria,164,0,Simplecard,1,Master,93,4,1,0.5
2019-01-01 04:31:35,Germany,158,0,Moneycard,0,Master,94,4,1,2.0
2019-01-01 04:34:29,Germany,140,0,Moneycard,0,Master,95,4,1,2.0
2019-01-01 04:35:48,Switzerland,13,0,Moneycard,0,Diners,96,4,1,2.0
2019-01-01 04:35:56,Switzerland,13,0,UK_Card,0,Diners,96,4,1,1.0
2019-01-01 04:37:24,Germany,85,0,UK_Card,0,Master,97,4,1,1.0
2019-01-01 04:37:29,Germany,85,0,UK_Card,0,Master,97,4,1,1.0
2019-01-01 04:38:05,Germany,85,0,Simplecard,0,Master,97,4,1,0.5
2019-01-01 04:38:53,Germany,85,1,Simplecard,0,Master,97,4,1,1.0
2019-01-01 04:40:02,Germany,197,0,Goldcard,0,Master,98,4,1,5.0
2019-01-01 04:41:39,Switzerland,215,0,Moneycard,0,Master,99,4,1,2.0
2019-01-01 04:44:28,Germany,151,0,UK_Card,0,Master,100,4,1,1.0
2019-01-01 04:44:40,Germany,151,0,Simplecard,0,Master,100,4,1,0.5
2019-01-01 04:45:10,Germany,151,0,Simplecard,0,Master,100,4,1,0.5
2019-01-01 04:45:22,Germany,151,0,Moneycard,0,Master,100,4,1,2.0
2019-01-01 04:46:10,Germany,151,0,UK_Card,0,Master,100,4,1,1.0
2019-01-01 04:47:04,Germany,151,1,Simplecard,0,Master,100,4,1,1.0
2019-01-01 04:49:47,Germany,208,0,UK_Card,0,Visa,101,4,1,1.0
2019-01-01 04:49:52,Germany,208,0,Moneycard,0,Visa,101,4,1,2.0
2019-01-01 04:49:57,Germany,208,0,Goldcard,0,Visa,101,4,1,5.0
2019-01-01 04:50:31,Germany,208,0,UK_Card,0,Visa,101,4,1,1.0
2019-01-01 04:50:57,Germany,208,0,Goldcard,0,Visa,101,4,1,5.0
2019-01-01 04:52:15,Austria,221,0,Simplecard,0,Master,102,4,1,0.5
2019-01-01 04:52:22,Austria,221,0,UK_Card,0,Master,102,4,1,1.0
2019-01-01 04:53:10,Austria,221,0,Simplecard,0,Master,102,4,1,0.5
2019-01-01 04:53:27,Austria,221,1,Goldcard,0,Master,102,4,1,10.0
2019-01-01 04:54:39,Germany,257,0,Goldcard,0,Master,103,4,1,5.0
2019-01-01 04:56:48,Germany,116,0,Moneycard,0,Visa,104,4,1,2.0
2019-01-01 04:59:25,Germany,209,0,UK_Card,1,Master,105,4,1,1.0
2019-01-01 05:01:33,Austria,263,0,Moneycard,1,Visa,106,5,1,2.0
2019-01-01 05:02:30,Austria,263,0,UK_Card,1,Visa,106,5,1,1.0
2019-01-01 05:02:31,Austria,263,1,Simplecard,1,Visa,106,5,1,1.0
2019-01-01 05:04:33,Germany,84,0,Simplecard,0,Master,107,5,1,0.5
2019-01-01 05:05:39,Austria,136,1,UK_Card,1,Master,108,5,1,3.0
2019-01-01 05:06:46,Switzerland,211,0,Goldcard,0,Master,109,5,1,5.0
2019-01-01 05:07:27,Switzerland,211,0,UK_Card,0,Master,109,5,1,1.0
2019-01-01 05:07:37,Switzerland,211,1,UK_Card,0,Master,109,5,1,3.0
2019-01-01 05:10:24,Austria,232,0,UK_Card,0,Visa,110,5,1,1.0
2019-01-01 05:10:27,Austria,232,1,Simplecard,0,Visa,110,5,1,1.0
2019-01-01 05:11:39,Germany,243,1,UK_Card,0,Master,111,5,1,3.0
2019-01-01 05:14:14,Germany,180,0,UK_Card,0,Visa,112,5,1,1.0
2019-01-01 05:14:28,Germany,180,0,UK_Card,0,Visa,112,5,1,1.0
2019-01-01 05:16:31,Austria,175,0,Moneycard,0,Visa,113,5,1,2.0
2019-01-01 05:17:05,Austria,175,0,UK_Card,0,Visa,113,5,1,1.0
2019-01-01 05:17:29,Austria,175,0,Moneycard,0,Visa,113,5,1,2.0
2019-01-01 05:18:00,Austria,175,1,UK_Card,0,Visa,113,5,1,3.0
2019-01-01 05:20:11,Austria,125,1,UK_Card,0,Visa,114,5,1,3.0
2019-01-01 05:23:13,Germany,247,0,Moneycard,1,Master,115,5,1,2.0
2019-01-01 05:24:09,Germany,247,0,Simplecard,1,Master,115,5,1,0.5
2019-01-01 05:24:58,Germany,247,0,UK_Card,1,Master,115,5,1,1.0
2019-01-01 05:25:39,Germany,247,1,UK_Card,1,Master,115,5,1,3.0
2019-01-01 05:29:46,Switzerland,246,0,Simplecard,0,Master,116,5,1,0.5
2019-01-01 05:32:43,Germany,117,0,Moneycard,0,Visa,117,5,1,2.0
2019-01-01 05:36:13,Germany,376,1,UK_Card,0,Master,118,5,1,3.0
2019-01-01 05:37:21,Germany,174,1,UK_Card,1,Master,119,5,1,3.0
2019-01-01 05:39:45,Germany,162,0,UK_Card,0,Diners,120,5,1,1.0
2019-01-01 05:40:39,Germany,162,0,UK_Card,0,Diners,120,5,1,1.0
2019-01-01 05:45:37,Switzerland,129,0,Simplecard,0,Diners,121,5,1,0.5
2019-01-01 05:46:54,Switzerland,215,0,Simplecard,0,Master,122,5,1,0.5
2019-01-01 05:49:14,Germany,355,0,UK_Card,0,Diners,123,5,1,1.0
2019-01-01 05:49:56,Germany,355,1,Simplecard,0,Diners,123,5,1,1.0
2019-01-01 05:52:45,Switzerland,135,0,UK_Card,0,Master,124,5,1,1.0
2019-01-01 05:53:17,Switzerland,135,0,UK_Card,0,Master,124,5,1,1.0
2019-01-01 05:54:07,Switzerland,135,0,Simplecard,0,Master,124,5,1,0.5
2019-01-01 05:54:11,Switzerland,135,0,UK_Card,0,Master,124,5,1,1.0
2019-01-01 05:54:12,Switzerland,135,0,UK_Card,0,Master,124,5,1,1.0
2019-01-01 05:55:44,Germany,188,0,UK_Card,0,Diners,125,5,1,1.0
2019-01-01 05:55:45,Germany,188,0,Moneycard,0,Diners,125,5,1,2.0
2019-01-01 05:56:16,Germany,188,0,UK_Card,0,Diners,125,5,1,1.0
2019-01-01 05:57:01,Germany,188,0,UK_Card,0,Diners,125,5,1,1.0
2019-01-01 05:57:42,Germany,188,1,Moneycard,0,Diners,125,5,1,5.0
2019-01-01 06:01:23,Switzerland,192,0,Moneycard,0,Visa,126,6,1,2.0
2019-01-01 06:02:51,Austria,180,0,Simplecard,0,Diners,127,6,1,0.5
2019-01-01 06:03:34,Austria,180,1,Goldcard,0,Diners,127,6,1,10.0
2019-01-01 06:05:19,Switzerland,38,1,Moneycard,0,Diners,128,6,1,5.0
2019-01-01 06:13:00,Germany,144,0,UK_Card,0,Master,129,6,1,1.0
2019-01-01 06:16:25,Germany,23,1,UK_Card,0,Master,130,6,1,3.0
2019-01-01 06:19:44,Austria,146,0,Simplecard,0,Master,131,6,1,0.5
2019-01-01 06:20:03,Austria,146,0,UK_Card,0,Master,131,6,1,1.0
2019-01-01 06:20:22,Austria,146,0,UK_Card,0,Master,131,6,1,1.0
2019-01-01 06:20:28,Austria,146,0,Goldcard,0,Master,131,6,1,5.0
2019-01-01 06:23:25,Germany,202,0,UK_Card,0,Diners,132,6,1,1.0
2019-01-01 06:27:31,Switzerland,211,0,UK_Card,0,Master,133,6,1,1.0
2019-01-01 06:28:01,Switzerland,211,0,UK_Card,0,Master,133,6,1,1.0
2019-01-01 06:28:51,Switzerland,211,0,Moneycard,0,Master,133,6,1,2.0
2019-01-01 06:29:18,Switzerland,211,0,Simplecard,0,Master,133,6,1,0.5
2019-01-01 06:29:33,Switzerland,211,1,Moneycard,0,Master,133,6,1,5.0
2019-01-01 06:31:50,Austria,212,1,UK_Card,0,Master,134,6,1,3.0
2019-01-01 06:33:34,Austria,273,0,UK_Card,1,Diners,135,6,1,1.0
2019-01-01 06:33:45,Austria,273,0,UK_Card,1,Diners,135,6,1,1.0
2019-01-01 06:33:48,Austria,273,0,Simplecard,1,Diners,135,6,1,0.5
2019-01-01 06:33:54,Austria,273,1,UK_Card,1,Diners,135,6,1,3.0
